Supplemental Table 9: Dysregulated ncNATs in cancer cohorts (1 marks dysreguated genes in a tissue).,,,,,,,,,
,Liver,Lung,Thyroid Gland,Prostate,Breast,Brain,Bladder,Kidney,Colon
ENSG00000254003.1,0,0,0,0,0,0,0,0,1
ENSG00000254019.1,0,0,0,0,0,0,0,0,0
ENSG00000254024.1,0,1,0,0,1,0,1,0,0
ENSG00000254027.1,1,0,0,1,0,0,1,0,0
ENSG00000254031.6,0,0,0,0,0,0,0,0,0
ENSG00000254035.1,0,0,1,1,0,0,1,0,1
ENSG00000254041.1,0,1,0,0,1,0,1,0,0
ENSG00000254042.2,0,0,0,0,1,0,0,0,1
ENSG00000254054.3,1,1,0,0,0,0,0,0,0
ENSG00000254060.1,0,0,0,0,0,0,0,0,0
ENSG00000254064.1,0,0,0,0,0,0,0,0,0
ENSG00000254099.1,0,0,0,0,0,0,0,0,0
ENSG00000254102.2,1,0,0,0,0,0,1,1,0
ENSG00000254109.6,1,1,1,0,1,0,0,1,0
ENSG00000254115.1,0,0,0,0,0,0,0,0,0
ENSG00000254129.1,0,0,0,0,0,0,0,0,1
ENSG00000254138.1,0,0,0,0,0,0,0,0,0
ENSG00000254163.1,0,0,0,0,0,0,0,0,0
ENSG00000254177.1,0,0,0,0,0,0,0,0,0
ENSG00000254187.1,0,0,0,0,0,0,0,0,0
ENSG00000254192.1,1,0,0,0,1,0,1,0,1
ENSG00000254197.1,0,0,0,0,0,0,0,0,0
ENSG00000254205.1,0,0,0,0,0,0,0,0,0
ENSG00000254208.1,0,0,0,0,1,0,0,0,0
ENSG00000254222.1,0,0,0,0,0,0,0,0,0
ENSG00000254224.2,0,0,0,0,0,0,0,0,0
ENSG00000254230.1,0,0,0,0,0,0,0,0,0
ENSG00000254231.3,0,0,1,1,0,0,0,1,0
ENSG00000254236.1,0,0,0,0,0,0,0,0,0
ENSG00000254238.1,0,1,0,0,0,0,1,0,0
ENSG00000254246.1,0,0,0,0,0,0,0,1,0
ENSG00000254248.1,0,0,0,0,1,0,0,0,1
ENSG00000254249.1,0,0,0,0,0,0,0,0,0
ENSG00000254251.1,0,0,0,0,1,1,1,0,1
ENSG00000254254.6,0,0,0,1,1,0,0,0,0
ENSG00000254263.1,0,0,0,0,0,0,0,0,0
ENSG00000254266.6,0,0,0,0,0,0,0,0,0
ENSG00000254278.1,1,0,0,0,0,0,0,0,0
ENSG00000254287.1,0,0,0,0,0,0,0,0,0
ENSG00000254307.2,0,0,0,0,0,0,0,0,0
ENSG00000254314.1,0,0,0,1,0,0,0,0,0
ENSG00000254317.1,0,0,0,0,0,0,0,0,0
ENSG00000254333.1,0,0,0,0,0,0,1,0,0
ENSG00000254340.2,0,0,0,0,0,0,0,0,0
ENSG00000254357.1,0,0,0,0,0,0,0,0,0
ENSG00000254369.6,0,0,0,0,0,1,0,1,0
ENSG00000254391.1,0,0,0,0,0,0,0,0,0
ENSG00000254400.1,1,0,0,0,0,0,1,0,1
ENSG00000254404.1,0,0,0,0,1,0,0,0,0
ENSG00000254418.1,0,0,0,0,1,0,0,0,1
ENSG00000254420.1,0,0,0,0,0,0,0,0,0
ENSG00000254422.1,0,0,0,0,0,0,1,0,0
ENSG00000254428.1,0,0,0,0,0,0,0,0,0
ENSG00000254429.1,0,0,0,0,0,0,0,0,0
ENSG00000254431.1,1,0,0,0,0,0,0,0,0
ENSG00000254432.1,0,0,0,0,0,0,0,0,0
ENSG00000254433.1,0,0,0,0,0,0,0,0,0
ENSG00000254451.2,0,0,0,0,0,0,0,0,0
ENSG00000254452.1,0,0,0,0,0,0,0,0,0
ENSG00000254453.1,0,1,0,0,0,0,0,0,0
ENSG00000254458.1,0,0,0,0,0,0,0,0,0
ENSG00000254459.1,0,0,0,0,0,0,0,0,0
ENSG00000254461.1,0,0,0,0,1,0,0,0,1
ENSG00000254473.1,0,0,0,0,0,1,0,1,0
ENSG00000254477.2,1,0,0,0,0,0,0,1,0
ENSG00000254485.5,0,0,0,0,0,0,0,1,0
ENSG00000254489.2,0,0,1,1,0,1,0,1,0
ENSG00000254495.1,0,0,0,0,0,0,0,0,0
ENSG00000254497.1,0,0,0,0,0,0,0,0,0
ENSG00000254499.1,0,0,0,0,0,0,0,0,0
ENSG00000254501.1,0,0,0,0,0,0,0,0,0
ENSG00000254528.7,0,0,1,0,1,0,1,1,1
ENSG00000254531.1,0,0,0,0,0,0,0,0,0
ENSG00000254538.1,0,0,0,0,0,0,0,0,0
ENSG00000254542.1,0,0,0,0,0,0,0,1,0
ENSG00000254545.1,0,0,0,0,0,0,0,0,0
ENSG00000254548.1,0,1,0,0,1,0,1,0,1
ENSG00000254551.1,0,0,0,0,0,0,0,0,0
ENSG00000254552.1,0,0,0,0,0,0,0,0,0
ENSG00000254557.1,0,0,0,0,0,0,0,0,0
ENSG00000254559.1,0,0,0,0,0,0,0,0,0
ENSG00000254560.6,1,1,0,0,1,0,0,1,1
ENSG00000254561.4,0,0,0,0,0,0,0,0,0
ENSG00000254563.1,0,0,0,0,0,0,0,0,0
ENSG00000254566.1,0,0,0,0,0,0,0,0,0
ENSG00000254568.1,0,0,0,0,0,0,0,0,0
ENSG00000254571.1,0,0,0,0,0,0,0,0,0
ENSG00000254574.1,0,0,0,0,1,0,0,0,0
ENSG00000254575.2,0,0,0,0,0,0,0,0,0
ENSG00000254578.1,0,0,0,0,0,0,1,0,0
ENSG00000254588.1,0,0,0,0,0,0,0,0,0
ENSG00000254592.1,0,0,0,0,0,0,0,0,0
ENSG00000254602.2,1,0,0,1,1,0,0,1,0
ENSG00000254604.1,0,0,0,0,1,0,0,0,0
ENSG00000254607.2,1,0,0,0,1,0,1,0,0
ENSG00000254614.2,0,0,0,0,0,0,0,0,0
ENSG00000254622.1,1,0,0,0,0,0,0,0,0
ENSG00000254631.5,0,0,1,0,0,0,0,0,0
ENSG00000254635.6,0,0,0,0,0,1,0,0,0
ENSG00000254638.1,0,0,0,0,0,0,0,0,0
ENSG00000254649.1,0,0,0,0,0,0,0,0,0
ENSG00000254662.1,0,0,0,0,0,0,0,0,0
ENSG00000254664.1,0,0,0,0,0,0,0,0,0
ENSG00000254665.1,1,0,0,0,0,0,0,0,0
ENSG00000254675.1,0,0,0,1,1,0,0,0,0
ENSG00000254680.1,0,0,0,0,0,0,0,0,0
ENSG00000254682.1,0,0,0,0,0,0,0,0,0
ENSG00000254687.1,0,0,0,0,0,0,0,0,0
ENSG00000254688.1,0,0,0,0,0,0,0,0,0
ENSG00000254689.3,0,0,0,0,0,0,0,1,0
ENSG00000254693.1,0,0,0,0,0,0,0,0,0
ENSG00000254703.2,1,1,0,0,0,0,1,0,0
ENSG00000254707.1,0,0,0,0,1,0,0,0,0
ENSG00000254710.2,0,0,0,0,0,0,0,0,0
ENSG00000254718.6,1,0,0,0,0,0,0,1,1
ENSG00000254721.1,0,0,0,0,0,0,0,0,0
ENSG00000254733.1,0,0,0,0,0,0,0,0,0
ENSG00000254740.2,0,0,0,0,0,0,1,1,1
ENSG00000254744.3,0,0,0,0,1,0,1,0,0
ENSG00000254756.1,0,0,0,0,0,0,0,1,1
ENSG00000254760.1,0,0,0,0,1,1,0,1,0
ENSG00000254762.1,0,0,0,0,0,0,0,0,0
ENSG00000254787.1,0,0,0,0,0,0,0,0,0
ENSG00000254790.1,0,0,0,0,0,0,0,0,0
ENSG00000254814.1,0,0,0,0,0,0,0,0,1
ENSG00000254815.6,0,0,0,0,0,0,0,1,0
ENSG00000254819.2,0,0,0,0,0,0,0,0,0
ENSG00000254821.1,0,0,0,0,0,0,0,0,1
ENSG00000254829.1,0,0,0,0,0,0,0,0,0
ENSG00000254835.1,0,0,0,0,0,0,0,0,0
ENSG00000254837.2,1,0,0,0,0,1,0,1,0
ENSG00000254844.4,0,0,0,0,0,0,0,0,0
ENSG00000254846.1,0,0,0,0,0,0,1,0,0
ENSG00000254855.1,0,0,0,0,1,0,0,0,0
ENSG00000254860.6,1,0,0,0,0,0,0,0,0
ENSG00000254862.5,0,0,0,0,1,0,0,1,1
ENSG00000254864.1,0,0,1,1,0,0,0,0,0
ENSG00000254865.1,0,0,0,0,0,0,0,0,0
ENSG00000254873.1,0,0,0,0,0,0,0,0,0
ENSG00000254878.1,0,0,0,0,0,0,0,0,0
ENSG00000254879.1,0,0,0,0,0,0,0,0,0
ENSG00000254885.1,0,0,0,0,0,0,0,0,0
ENSG00000254887.1,1,0,0,0,0,0,0,1,0
ENSG00000254894.1,0,0,0,0,0,0,0,0,0
ENSG00000254898.1,0,0,0,0,1,0,1,0,0
ENSG00000254900.1,0,0,0,0,0,0,0,0,0
ENSG00000254902.1,0,0,0,0,0,0,0,0,0
ENSG00000254905.1,0,0,0,0,0,0,1,0,0
ENSG00000254906.1,0,0,0,0,0,0,0,0,0
ENSG00000254907.1,0,0,0,0,0,0,0,0,0
ENSG00000254910.1,0,0,1,1,0,0,1,0,0
ENSG00000254913.1,0,0,0,0,0,0,0,0,0
ENSG00000254921.1,0,0,0,0,0,0,0,0,0
ENSG00000254928.1,0,0,1,0,0,0,0,0,0
ENSG00000254932.2,0,0,0,0,0,0,0,0,0
ENSG00000254933.1,0,0,0,0,0,0,0,0,0
ENSG00000254942.1,0,0,0,0,0,1,0,0,0
ENSG00000254943.1,0,0,0,0,1,0,0,0,0
ENSG00000254960.2,0,0,0,0,0,0,0,0,0
ENSG00000254963.1,0,0,0,0,0,0,0,0,0
ENSG00000254964.1,0,0,0,0,0,0,0,0,0
ENSG00000254966.1,0,0,0,0,0,0,0,0,0
ENSG00000254973.2,0,1,0,1,1,0,0,0,1
ENSG00000254980.1,0,0,0,0,0,0,0,0,0
ENSG00000254988.1,0,1,0,0,0,0,0,0,1
ENSG00000255004.1,0,0,0,0,0,0,0,0,0
ENSG00000255005.1,0,0,0,0,0,0,0,0,0
ENSG00000255027.2,0,1,1,0,1,0,0,0,0
ENSG00000255028.5,0,0,0,0,0,0,0,1,0
ENSG00000255031.5,0,0,0,0,0,0,0,1,0
ENSG00000255038.1,0,0,0,0,0,0,0,0,0
ENSG00000255043.1,0,0,0,0,0,0,0,0,0
ENSG00000255045.1,0,0,0,0,1,0,0,0,0
ENSG00000255046.1,0,0,0,0,0,1,0,0,0
ENSG00000255050.1,1,0,0,0,1,0,0,1,0
ENSG00000255060.1,0,0,0,0,0,0,0,1,0
ENSG00000255062.1,1,0,0,0,0,0,0,0,0
ENSG00000255082.1,1,1,0,0,0,0,0,0,0
ENSG00000255084.1,0,0,0,0,0,0,1,1,0
ENSG00000255089.1,0,0,0,0,0,0,1,0,0
ENSG00000255091.1,0,0,0,0,0,0,0,0,0
ENSG00000255092.1,0,0,0,0,0,0,0,0,0
ENSG00000255100.1,0,1,0,0,0,1,0,1,0
ENSG00000255101.1,0,0,0,0,0,0,0,0,0
ENSG00000255108.1,1,0,1,0,0,1,0,0,0
ENSG00000255114.1,0,0,0,0,0,0,0,0,0
ENSG00000255118.1,0,0,0,0,0,0,0,1,0
ENSG00000255120.5,0,0,0,0,0,0,1,1,1
ENSG00000255126.1,0,0,0,0,0,0,0,0,0
ENSG00000255129.6,0,1,0,1,0,0,0,0,0
ENSG00000255130.1,0,0,0,0,0,0,0,0,0
ENSG00000255136.3,0,0,0,0,0,0,0,0,0
ENSG00000255139.2,1,0,0,0,0,0,0,0,0
ENSG00000255145.3,0,0,0,0,0,0,0,1,0
ENSG00000255158.1,0,0,0,0,1,0,1,0,1
ENSG00000255159.1,0,0,0,0,0,0,0,0,0
ENSG00000255167.1,0,0,0,0,0,0,0,0,0
ENSG00000255173.1,0,0,0,0,0,0,0,0,0
ENSG00000255177.2,0,0,0,0,0,0,0,0,0
ENSG00000255182.2,1,0,0,0,0,0,0,1,0
ENSG00000255197.6,1,1,0,0,0,0,1,1,0
ENSG00000255201.1,0,0,0,0,0,0,0,0,0
ENSG00000255202.1,0,0,0,0,1,1,0,0,0
ENSG00000255206.1,0,0,0,0,0,0,0,0,0
ENSG00000255224.1,1,1,0,0,1,0,0,0,0
ENSG00000255229.1,0,0,0,0,0,0,0,0,0
ENSG00000255234.6,0,0,1,0,0,0,0,0,0
ENSG00000255237.1,0,0,0,0,0,0,0,0,0
ENSG00000255240.6,0,0,0,1,1,1,1,0,1
ENSG00000255241.1,0,0,0,0,0,0,0,0,0
ENSG00000255244.1,0,0,0,0,0,0,0,0,0
ENSG00000255247.1,0,0,0,0,0,0,0,0,0
ENSG00000255252.3,0,0,0,0,0,0,0,0,1
ENSG00000255276.1,0,0,0,0,0,0,0,0,0
ENSG00000255301.1,0,0,0,1,0,0,0,0,0
ENSG00000255306.1,1,1,0,1,0,1,1,0,0
ENSG00000255308.1,0,1,0,0,0,0,1,0,0
ENSG00000255311.5,0,0,1,0,1,0,0,0,0
ENSG00000255317.1,0,0,0,0,0,0,0,0,0
ENSG00000255326.1,0,0,0,0,0,0,0,0,0
ENSG00000255328.1,0,0,1,1,0,0,1,0,1
ENSG00000255337.1,0,0,1,0,0,1,0,0,0
ENSG00000255340.1,0,0,0,0,0,0,0,0,0
ENSG00000255345.1,0,1,1,0,1,0,0,0,0
ENSG00000255348.1,0,0,0,0,0,0,0,0,0
ENSG00000255372.1,0,0,0,0,0,0,0,0,0
ENSG00000255389.1,0,0,0,0,1,0,1,1,1
ENSG00000255390.1,0,0,0,0,0,0,0,0,0
ENSG00000255395.1,0,0,0,0,0,0,0,0,0
ENSG00000255399.4,0,1,1,1,1,1,1,0,0
ENSG00000255402.1,0,0,0,0,0,0,0,0,0
ENSG00000255404.1,0,0,0,0,0,0,0,0,0
ENSG00000255410.2,0,1,0,0,1,1,1,0,0
ENSG00000255421.1,0,0,0,0,0,0,0,0,0
ENSG00000255422.3,1,1,0,0,1,0,0,0,0
ENSG00000255435.7,0,0,0,0,0,0,0,1,1
ENSG00000255438.2,0,0,0,0,0,0,0,0,0
ENSG00000255441.1,0,0,0,0,0,1,0,1,0
ENSG00000255443.1,0,0,0,0,0,0,0,0,1
ENSG00000255446.1,1,1,0,0,0,0,1,0,0
ENSG00000255449.1,0,0,0,0,0,0,0,0,0
ENSG00000255456.1,0,0,0,0,0,0,0,0,0
ENSG00000255462.1,0,0,0,0,0,0,0,1,1
ENSG00000255467.1,0,0,0,0,0,0,0,0,0
ENSG00000255468.7,0,1,0,0,0,1,0,0,0
ENSG00000255471.1,1,1,1,0,1,0,0,1,1
ENSG00000255472.1,1,0,0,0,0,0,0,0,0
ENSG00000255474.1,0,0,0,0,0,0,0,0,0
ENSG00000255476.1,0,0,0,0,0,0,0,0,0
ENSG00000255478.1,0,0,0,0,0,0,0,0,1
ENSG00000255480.1,0,0,0,0,0,0,1,0,0
ENSG00000255482.1,0,0,0,0,0,0,0,0,0
ENSG00000255487.1,0,0,1,0,1,1,0,0,0
ENSG00000255498.1,0,0,0,0,0,0,0,0,0
ENSG00000255506.1,0,0,0,0,0,0,0,0,0
ENSG00000255507.6,1,0,0,0,0,0,0,1,1
ENSG00000255517.6,0,0,0,0,0,1,0,0,0
ENSG00000255520.1,0,0,0,0,0,0,1,0,0
ENSG00000255523.1,1,0,0,1,0,0,0,1,0
ENSG00000255525.1,0,0,0,0,0,0,0,0,0
ENSG00000255537.1,0,0,0,0,0,1,0,0,0
ENSG00000255539.1,0,0,0,0,0,0,0,0,0
ENSG00000255542.1,0,0,0,0,0,0,0,0,0
ENSG00000255565.1,0,0,0,0,0,0,0,0,0
ENSG00000255568.3,0,1,0,1,0,0,0,0,0
ENSG00000255572.1,0,0,0,0,0,0,0,0,0
ENSG00000255580.1,0,0,0,0,0,0,0,0,0
ENSG00000255629.1,0,0,0,0,0,0,0,0,0
ENSG00000255644.1,0,0,0,0,0,0,0,1,0
ENSG00000255648.1,1,0,0,0,1,0,0,1,0
ENSG00000255649.2,0,0,0,0,0,0,0,0,0
ENSG00000255650.6,0,1,0,1,0,0,1,0,1
ENSG00000255655.1,0,0,0,0,1,1,0,0,0
ENSG00000255660.1,0,0,0,0,0,0,0,1,0
ENSG00000255670.1,0,0,0,0,0,1,0,0,1
ENSG00000255671.1,0,0,0,0,0,0,0,0,0
ENSG00000255672.1,0,0,0,0,0,0,0,0,0
ENSG00000255679.1,0,0,0,0,0,0,0,0,0
ENSG00000255680.1,0,0,0,0,0,0,0,0,0
ENSG00000255686.1,0,0,0,0,0,0,0,0,0
ENSG00000255692.1,0,0,0,0,0,0,0,1,0
ENSG00000255733.6,1,0,1,0,1,0,1,0,0
ENSG00000255737.2,0,1,0,0,0,0,0,1,1
ENSG00000255750.6,0,0,1,0,1,0,0,0,0
ENSG00000255808.1,0,0,0,0,0,0,0,0,0
ENSG00000255811.1,0,0,0,0,0,0,0,0,0
ENSG00000255817.1,0,0,0,0,0,0,0,0,0
ENSG00000255825.1,0,0,0,0,0,0,0,0,0
ENSG00000255839.1,0,0,0,0,0,0,0,0,0
ENSG00000255843.1,1,0,0,0,0,0,0,0,0
ENSG00000255847.5,0,0,0,0,0,0,0,0,0
ENSG00000255850.2,0,0,0,1,1,0,0,0,0
ENSG00000255856.2,1,1,0,0,0,0,0,1,0
ENSG00000255857.6,0,0,0,0,0,0,0,0,0
ENSG00000255867.1,1,0,0,0,0,0,0,0,0
ENSG00000255882.1,0,0,0,0,0,0,0,0,1
ENSG00000255886.1,0,0,0,0,0,0,0,0,0
ENSG00000255920.3,0,0,0,1,1,1,1,0,0
ENSG00000255928.1,0,0,0,0,0,0,0,0,0
ENSG00000255929.5,0,0,0,1,0,0,1,0,0
ENSG00000255933.1,0,0,0,0,0,0,0,0,0
ENSG00000255949.1,0,0,0,0,1,0,0,0,0
ENSG00000255958.1,0,0,0,0,0,0,0,1,0
ENSG00000255959.1,0,0,0,0,0,0,1,0,0
ENSG00000255968.1,0,0,0,0,0,0,0,0,0
ENSG00000255992.1,0,0,0,0,0,0,0,0,0
ENSG00000256007.1,0,0,0,0,0,0,0,0,0
ENSG00000256008.3,0,0,0,0,0,1,0,1,1
ENSG00000256013.1,0,0,0,0,0,0,0,0,0
ENSG00000256025.2,0,0,0,0,0,0,0,0,0
ENSG00000256034.1,0,0,0,0,0,0,0,1,0
ENSG00000256040.2,0,0,0,0,0,0,0,1,0
ENSG00000256071.1,0,0,0,0,0,0,0,0,0
ENSG00000256072.1,0,0,0,0,0,0,0,0,0
ENSG00000256083.1,0,0,0,0,0,0,0,0,0
ENSG00000256092.2,0,0,0,0,0,1,0,1,0
ENSG00000256116.1,1,0,1,0,0,1,0,0,0
ENSG00000256120.2,0,0,0,0,0,0,0,0,0
ENSG00000256150.2,0,0,0,0,0,0,0,0,0
ENSG00000256151.1,0,0,0,0,0,0,0,0,0
ENSG00000256152.2,0,0,0,0,0,0,0,1,0
ENSG00000256196.2,0,1,0,0,1,1,1,0,0
ENSG00000256199.1,0,0,0,0,0,0,0,0,0
ENSG00000256234.1,0,1,1,0,1,0,0,0,0
ENSG00000256249.1,1,0,0,0,0,0,0,1,1
ENSG00000256250.1,0,0,0,0,0,0,0,0,0
ENSG00000256262.1,1,1,0,1,1,0,0,1,0
ENSG00000256271.1,0,0,0,0,0,0,0,0,0
ENSG00000256278.1,1,0,0,0,1,0,1,0,0
ENSG00000256306.1,0,0,0,0,0,0,0,0,0
ENSG00000256315.1,0,0,0,0,0,0,0,0,0
ENSG00000256339.1,0,0,0,0,0,0,0,0,0
ENSG00000256341.1,0,1,0,1,0,0,1,0,0
ENSG00000256343.8,0,0,0,0,0,0,0,0,0
ENSG00000256357.1,0,0,0,0,0,0,0,0,0
ENSG00000256364.1,0,0,0,0,0,0,0,0,0
ENSG00000256377.6,0,0,0,0,0,0,0,0,1
ENSG00000256381.1,0,0,0,0,0,0,0,0,0
ENSG00000256403.1,0,0,0,0,0,0,0,0,0
ENSG00000256448.5,0,0,0,0,1,0,0,1,1
ENSG00000256452.1,0,0,0,0,0,0,0,0,0
ENSG00000256458.1,0,0,0,0,0,0,0,0,0
ENSG00000256462.1,0,1,0,0,0,0,1,1,0
ENSG00000256469.1,0,0,0,0,0,0,0,0,0
ENSG00000256473.1,0,0,0,0,0,0,0,0,0
ENSG00000256481.1,0,0,0,0,0,0,0,1,0
ENSG00000256482.1,0,1,0,0,1,0,0,0,0
ENSG00000256508.2,0,1,0,1,1,0,1,0,1
ENSG00000256512.1,0,0,0,0,0,0,0,0,0
ENSG00000256540.1,0,1,0,0,0,1,0,0,1
ENSG00000256542.2,0,1,1,1,0,0,0,1,0
ENSG00000256560.1,0,0,0,0,0,0,0,0,0
ENSG00000256564.1,1,1,0,0,1,0,1,0,0
ENSG00000256569.1,0,0,0,0,0,0,0,0,0
ENSG00000256577.2,0,0,0,0,0,1,0,0,0
ENSG00000256609.1,0,1,0,0,0,0,0,0,0
ENSG00000256615.1,0,0,0,0,0,0,0,1,0
ENSG00000256628.3,0,0,0,0,0,0,0,0,0
ENSG00000256633.1,1,0,0,0,1,0,0,1,0
ENSG00000256661.1,0,0,0,0,0,0,0,0,0
ENSG00000256670.1,0,0,0,0,0,0,0,0,0
ENSG00000256690.1,0,0,0,0,0,1,0,0,0
ENSG00000256694.1,0,1,0,0,0,1,0,0,1
ENSG00000256699.1,0,0,0,0,0,0,0,0,0
ENSG00000256705.3,0,0,0,0,0,0,0,0,0
ENSG00000256706.1,0,0,0,0,0,0,1,0,0
ENSG00000256712.1,0,0,0,0,0,0,0,0,0
ENSG00000256739.1,0,0,0,0,0,0,0,0,0
ENSG00000256742.1,1,0,0,0,0,0,0,0,0
ENSG00000256746.5,0,0,0,0,0,0,0,0,0
ENSG00000256747.1,0,0,0,0,0,0,0,0,0
ENSG00000256751.6,0,0,0,1,0,0,0,0,0
ENSG00000256757.1,0,0,0,0,1,0,0,0,0
ENSG00000256769.1,0,0,0,0,0,0,0,0,0
ENSG00000256789.1,0,0,0,0,0,0,0,0,0
ENSG00000256803.1,0,0,0,0,0,0,0,0,0
ENSG00000256810.2,0,0,0,0,0,0,0,0,0
ENSG00000256811.1,0,0,0,0,0,0,0,0,0
ENSG00000256813.1,0,0,0,0,0,0,0,0,0
ENSG00000256824.1,0,0,0,0,0,0,1,0,0
ENSG00000256862.3,0,1,0,0,1,0,1,0,0
ENSG00000256879.1,0,0,0,0,0,0,0,0,1
ENSG00000256884.1,0,0,0,0,0,0,0,0,0
ENSG00000256894.1,0,1,0,0,0,0,1,1,0
ENSG00000256897.1,0,0,0,0,0,0,0,0,0
ENSG00000256916.1,0,0,0,0,0,0,0,1,1
ENSG00000256925.3,1,0,0,0,0,0,0,0,0
ENSG00000256928.1,0,0,0,0,0,0,0,0,0
ENSG00000256940.2,0,1,1,1,1,1,1,1,1
ENSG00000256943.1,0,0,1,0,0,0,0,1,0
ENSG00000256947.1,0,0,0,0,0,0,0,0,0
ENSG00000256948.1,1,1,0,0,1,0,1,0,0
ENSG00000256967.1,1,0,0,0,0,0,0,1,0
ENSG00000256972.1,0,0,0,0,0,0,0,0,0
ENSG00000256988.2,0,0,0,0,1,0,0,0,0
ENSG00000257000.1,0,0,0,0,0,0,0,0,0
ENSG00000257002.1,0,1,1,1,0,0,1,1,0
ENSG00000257004.1,0,0,0,0,0,0,0,0,0
ENSG00000257022.1,0,0,0,0,0,0,0,0,0
ENSG00000257038.1,1,1,0,0,1,0,0,0,0
ENSG00000257042.1,0,0,0,0,0,0,0,1,0
ENSG00000257045.1,0,0,0,0,0,0,0,0,0
ENSG00000257058.1,0,0,0,0,1,0,1,0,0
ENSG00000257095.1,0,0,0,0,0,0,0,0,0
ENSG00000257096.1,0,0,0,0,0,0,0,0,0
ENSG00000257097.1,0,0,0,0,0,0,0,0,0
ENSG00000257105.1,0,0,0,0,0,0,0,0,0
ENSG00000257120.1,0,0,0,0,0,0,0,0,0
ENSG00000257155.1,0,0,0,0,0,0,0,0,0
ENSG00000257167.2,1,1,0,0,0,0,1,1,0
ENSG00000257176.3,0,0,0,0,0,0,0,0,0
ENSG00000257181.1,0,0,0,0,1,0,0,1,1
ENSG00000257191.1,1,1,0,0,0,0,0,1,1
ENSG00000257202.1,0,0,0,0,0,0,0,0,0
ENSG00000257221.4,1,1,0,0,1,0,1,0,0
ENSG00000257222.1,0,0,0,0,0,0,0,0,0
ENSG00000257225.1,0,0,0,0,0,1,0,1,0
ENSG00000257226.2,0,0,0,0,0,0,0,0,0
ENSG00000257241.1,0,0,0,0,0,0,0,0,0
ENSG00000257256.1,0,0,0,0,0,0,0,0,0
ENSG00000257258.2,0,1,0,0,1,0,0,0,0
ENSG00000257261.6,0,1,0,0,0,0,0,0,0
ENSG00000257270.1,1,0,1,0,0,0,0,0,0
ENSG00000257271.1,0,0,0,0,1,0,0,0,0
ENSG00000257275.6,1,0,1,0,1,0,1,0,1
ENSG00000257277.2,0,1,0,0,0,0,1,0,1
ENSG00000257279.1,0,0,1,0,1,0,0,0,0
ENSG00000257284.1,0,0,0,0,0,0,0,0,0
ENSG00000257285.6,0,0,0,0,0,0,0,1,0
ENSG00000257286.1,0,0,0,0,0,0,0,0,0
ENSG00000257303.2,0,0,0,0,0,0,0,1,0
ENSG00000257319.1,0,0,0,0,1,0,0,0,0
ENSG00000257325.1,0,0,0,0,0,0,0,0,0
ENSG00000257337.7,0,0,0,0,1,1,0,0,0
ENSG00000257342.1,0,0,0,0,0,0,0,0,0
ENSG00000257346.1,0,0,0,0,0,0,0,0,0
ENSG00000257359.1,0,0,0,0,0,1,0,0,0
ENSG00000257378.1,0,0,0,0,0,0,0,0,0
ENSG00000257386.1,0,0,0,0,0,0,0,0,0
ENSG00000257429.1,0,0,0,0,0,0,0,0,0
ENSG00000257433.6,0,0,1,0,0,1,0,0,0
ENSG00000257434.1,1,0,0,1,0,0,0,0,0
ENSG00000257449.1,0,0,0,0,0,0,0,0,0
ENSG00000257452.1,0,0,0,0,0,0,0,0,0
ENSG00000257453.1,0,0,0,0,0,0,0,0,1
ENSG00000257456.1,0,0,0,0,0,0,0,0,0
ENSG00000257458.1,0,0,0,0,0,0,0,0,0
ENSG00000257467.6,0,0,0,0,1,0,0,0,0
ENSG00000257488.5,0,0,0,0,1,0,0,0,0
ENSG00000257494.1,0,0,0,0,0,0,0,0,0
ENSG00000257495.5,0,0,0,0,0,0,0,0,0
ENSG00000257497.2,1,0,0,0,0,0,0,0,1
ENSG00000257500.1,0,0,0,0,0,0,0,0,0
ENSG00000257514.5,0,0,0,1,0,0,0,0,0
ENSG00000257530.1,0,0,0,0,0,1,0,0,0
ENSG00000257545.5,0,0,0,0,0,0,0,0,0
ENSG00000257548.1,0,0,0,0,1,0,0,0,0
ENSG00000257550.2,0,1,0,0,1,0,0,0,0
ENSG00000257551.1,1,1,1,0,1,0,1,0,1
ENSG00000257553.1,0,0,0,0,0,0,0,0,0
ENSG00000257557.2,0,0,0,0,0,0,0,1,0
ENSG00000257568.1,0,0,0,0,0,0,0,0,0
ENSG00000257579.1,0,0,0,0,0,0,0,0,0
ENSG00000257588.1,0,0,1,0,1,0,0,1,1
ENSG00000257596.1,0,0,0,0,0,0,0,0,0
ENSG00000257599.3,1,0,1,0,1,0,0,0,0
ENSG00000257605.2,1,0,0,1,1,0,0,1,1
ENSG00000257607.1,0,0,0,0,0,0,0,0,0
ENSG00000257621.8,0,0,0,0,0,0,0,0,0
ENSG00000257636.6,1,1,0,0,0,0,1,0,0
ENSG00000257642.1,1,0,0,0,1,0,0,0,1
ENSG00000257653.1,0,0,0,0,0,0,0,0,1
ENSG00000257657.3,0,0,0,0,0,0,0,0,0
ENSG00000257663.1,0,0,0,0,0,0,1,0,0
ENSG00000257671.1,0,0,0,0,0,0,0,0,1
ENSG00000257681.1,0,1,0,0,0,1,0,0,0
ENSG00000257698.2,1,0,0,0,0,0,0,1,0
ENSG00000257700.1,0,0,0,0,0,0,0,0,0
ENSG00000257702.3,1,0,0,0,0,0,0,0,0
